index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
58,2018-10-05,14:54:30,1538776470,1,"US-101 : South Of SR-299 - Looking North (C004)",Arcata,-124.07934,40.888782,82,North,Humboldt,US-101,,,87.65,,714.35,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/us101southofsr299lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/previous/us101southofsr299lookingnorth-12.jpg
60,2018-10-05,14:54:41,1538776481,1,"US-101 : South Of SR-299 - Looking South (C004)",Arcata,-124.07934,40.888782,82,North,Humboldt,US-101,,,87.65,,714.35,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/us101southofsr299lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/previous/us101southofsr299lookingsouth-12.jpg
62,2018-10-05,14:55:41,1538776541,1,"US-101 : North Of SR-299 - Looking North (C005)",Arcata,-124.09131,40.91264,26,South,Humboldt,US-101,,,89.42,,716.17,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/us101northofsr299lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/previous/us101northofsr299lookingnorth-12.jpg
64,2018-10-05,14:56:00,1538776560,1,"US-101 : North Of SR-299 - Looking South (C005)",Arcata,-124.09131,40.91264,26,South,Humboldt,US-101,,,89.42,,716.17,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/us101northofsr299lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/previous/us101northofsr299lookingsouth-12.jpg
66,2019-11-22,14:14:53,1574460893,1,"US-101 : South Of Cushing Creek - Looking North (C018)","Crescent City",-124.126109,41.705539,1000,South,"Del Norte",US-101,,,20.5,,716.1,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/us101southofcushingcreeklookingnorth.jpg,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/previous/us101southofcushingcreeklookingnorth-12.jpg
68,2019-11-22,14:15:54,1574460954,1,"US-101 : South Of Cushing Creek - Looking South (C018)","Crescent City",-124.126109,41.705539,1000,South,"Del Norte",US-101,,,20.5,,716.1,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/us101southofcushingcreeklookingsouth.jpg,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/previous/us101southofcushingcreeklookingsouth-12.jpg
70,2018-12-14,15:42:50,1544830970,1,"US-101 : North Of Cushing Creek - Looking North (C017)","Crescent City",-124.13785,41.72002,561,South,"Del Norte",US-101,,,22.38,,784.90,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/us101northofcushingcreeklookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/previous/us101northofcushingcreeklookingnorth-12.jpg
72,2018-12-14,15:45:28,1544831128,1,"US-101 : North Of Cushing Creek - Looking South (C017)","Crescent City",-124.13785,41.72002,561,South,"Del Norte",US-101,,,22.38,,784.90,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/us101northofcushingcreeklookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/previous/us101northofcushingcreeklookingsouth-12.jpg
74,2020-01-08,13:51:21,1578520281,1,"US-101 : South Of US-199 - Looking North (C014)","Crescent City",-124.179712,41.779471,68,North,"Del Norte",US-101,,R,28.49,,791.01,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/us101southofus199lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/previous/us101southofus199lookingnorth-12.jpg
76,2020-01-08,15:22:06,1578525726,1,"US-101 : South Of US-199 - Looking South (C014)","Crescent City",-124.179712,41.779471,68,North,"Del Norte",US-101,,R,28.49,,791.01,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/us101southofus199lookingsouth.jpg,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/previous/us101southofus199lookingsouth-12.jpg
78,2018-10-05,14:58:56,1538776736,1,"US-101 : North Of SR-197 - Looking North (C015)","Smith River",-124.13679,41.89992,98,South,"Del Norte",US-101,,,37.59,,800.01,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/us101northofsr197lookingnorth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/previous/us101northofsr197lookingnorth-12.jpg
80,2018-10-05,14:59:45,1538776785,1,"US-101 : North Of SR-197 - Looking South (C015)","Smith River",-124.13679,41.89992,98,South,"Del Norte",US-101,,,37.59,,800.01,true,,,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/us101northofsr197lookingsouth.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-12.jpg
82,2018-12-11,09:00:46,1544547646,1,"US-199 : South Of Oregon State Line - Looking East (C016)",Gasquet,-123.720212,41.994021,1742,South,"Del Norte",US-199,,,36.16,,35.92,true,"DN-199 : S Of Oregon State Line - Looking East (C016)",,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/us199southoforegonstatelinelookingeast.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-12.jpg
84,2018-12-11,09:01:53,1544547713,1,"US-199 : South Of Oregon State Line - Looking West (C016)",Gasquet,-123.720212,41.994021,1742,South,"Del Norte",US-199,,,36.16,,35.92,true,"DN-199 : S Of Oregon State Line - Looking West (C016)",,15,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/us199southoforegonstatelinelookingwest.jpg,60,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-1.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-2.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-3.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-4.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-5.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-6.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-7.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-8.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-9.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-10.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-11.jpg,http://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-12.jpg
